行业,代码,公司,最终状态,首个定量淘汰原因,定性结论,PE_TTM,最新ROE_pct,近3期ROE中位数_pct,ROE除以PE,最新毛利率_pct,近3期毛利率中位数_pct,最新资产负债率_pct,最新ROIC_pct,近3期ROIC中位数_pct,本地资料
医疗保健,09606,映恩生物-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-7.48,-1282.1,37.8,171.40,31.8,40.4,37.7,-393.9,-196.6,stocks/医疗保健/HK_映恩生物-B(09606).md
医疗保健,09688,再鼎医药,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-13.3,-22.6,-31.4,1.70,58.5,62.9,39,-28.6,-52.4,stocks/医疗保健/HK_再鼎医药(09688).md
医疗保健,09887,维立志博-B,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-56.42,-27.6,46.6,0.49,,64.1,28.9,-79.7,-121.2,stocks/医疗保健/HK_维立志博-B(09887).md
医疗保健,09926,康方生物,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-74.6,-14,-8.9,0.19,78.7,86.4,44.1,-16.9,-9.2,stocks/医疗保健/HK_康方生物(09926).md
医疗保健,09969,诺诚健华,定量淘汰,最新ROE<15%,未进入定性复核,31.06,8.9,-6.4,0.29,92,86.3,28.4,18.6,-18.3,stocks/医疗保健/HK_诺诚健华(09969).md
医疗保健,09989,海普瑞,定量淘汰,最新ROE<15%,未进入定性复核,14.91,2.9,2.9,0.19,30.8,30.8,27.4,2.3,2.3,stocks/医疗保健/HK_海普瑞(09989).md
医疗保健,09995,荣昌生物,定量淘汰,近3期ROE中位数<15%,未进入定性复核,33.68,25.4,-35.9,0.75,86.9,80,50.2,13.1,-30.8,stocks/医疗保健/HK_荣昌生物(09995).md
原材料,00148,建滔集团,定量淘汰,最新ROE<15%,未进入定性复核,13.86,7.1,3.4,0.51,17.5,19.1,32.8,4.8,2.3,stocks/原材料/HK_建滔集团(00148).md
原材料,00189,东岳集团,定量淘汰,最新ROE<15%,未进入定性复核,12.18,12.4,6,1.02,30.8,21.6,14.4,12.7,5.3,stocks/原材料/HK_东岳集团(00189).md
原材料,00297,中化化肥,定量淘汰,最新ROE<15%,未进入定性复核,6.55,11.6,10.5,1.77,12.4,12,51.4,6.9,6,stocks/原材料/HK_中化化肥(00297).md
原材料,00323,马鞍山钢铁股份,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-510.88,-0.9,-4.7,0.00,5.3,1.6,55.7,-0.3,-1.7,stocks/原材料/HK_马鞍山钢铁股份(00323).md
原材料,00347,鞍钢股份,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-1.95,-8.9,-8.9,4.56,-1.3,-1.3,53.2,-4.4,-4.4,stocks/原材料/HK_鞍钢股份(00347).md
原材料,00358,江西铜业股份,定量淘汰,最新ROE<15%,未进入定性复核,13.18,9.3,9.5,0.71,4.1,3.1,57,4.2,4.6,stocks/原材料/HK_江西铜业股份(00358).md
原材料,00826,天工国际,定量淘汰,最新ROE<15%,未进入定性复核,19.19,5.5,5.3,0.29,20.2,20.4,42.3,3.5,3.4,stocks/原材料/HK_天工国际(00826).md
原材料,00868,信义玻璃,定量淘汰,最新ROE<15%,未进入定性复核,13.16,7.7,10.1,0.59,31.1,31.1,22.6,6,7.1,stocks/原材料/HK_信义玻璃(00868).md
原材料,00914,海螺水泥,定量淘汰,最新ROE<15%,未进入定性复核,10.12,4.5,4.5,0.44,23,20.7,20.4,4.6,4.8,stocks/原材料/HK_海螺水泥(00914).md
原材料,00968,信义光能,定量淘汰,最新ROE<15%,未进入定性复核,21.23,2.9,3.5,0.14,21.4,21.4,38.6,1.7,2,stocks/原材料/HK_信义光能(00968).md
原材料,00990,至源控股,定量淘汰,最新ROE<15%,未进入定性复核,11.51,10.7,10.7,0.93,3.8,3.2,62.9,5.7,5.7,stocks/原材料/HK_至源控股(00990).md
原材料,01053,重庆钢铁股份,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-2.72,-17.8,-17.5,6.54,0.8,-1.7,56.6,-8.8,-8.8,stocks/原材料/HK_重庆钢铁股份(01053).md
原材料,01108,凯盛新能,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-1.16,-25.7,-14.1,22.16,-12.3,-4.4,73.3,-7.4,-5.2,stocks/原材料/HK_凯盛新能(01108).md
原材料,01164,中广核矿业,定量淘汰,最新ROE<15%,未进入定性复核,42.47,10.7,10.7,0.25,1,1,47.6,6.3,6.3,stocks/原材料/HK_中广核矿业(01164).md
原材料,01208,五矿资源,定量淘汰,最新ROE<15%,未进入定性复核,27.71,13.8,5.8,0.50,,,54.9,4.3,1.5,stocks/原材料/HK_五矿资源(01208).md
原材料,01258,中国有色矿业,定量淘汰,ROE/PE<1,未进入定性复核,18.57,17.1,17.1,0.92,31.1,27.5,29,17,16.2,stocks/原材料/HK_中国有色矿业(01258).md
原材料,01313,华润建材科技,定量淘汰,最新ROE<15%,未进入定性复核,35.75,1.1,1.1,0.03,16.7,16.5,34.8,0.7,0.7,stocks/原材料/HK_华润建材科技(01313).md
原材料,01378,中国宏桥,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,9.11,18.8,18.8,2.06,25.6,25.6,42.2,12.7,12.7,stocks/原材料/HK_中国宏桥(01378).md
原材料,01772,赣锋锂业,定量淘汰,最新ROE<15%,未进入定性复核,17.78,3.7,3.7,0.21,15.8,14,54.2,1.7,1.7,stocks/原材料/HK_赣锋锂业(01772).md
原材料,01787,山东黄金,定量淘汰,最新ROE<15%,未进入定性复核,16.14,11.5,10.4,0.71,20.5,14.8,62.2,3.8,2.2,stocks/原材料/HK_山东黄金(01787).md
原材料,01818,招金矿业,定量淘汰,近3期ROE中位数<15%,未进入定性复核,16.02,15.8,7.2,0.99,41.9,40,49.2,7.4,3.3,stocks/原材料/HK_招金矿业(01818).md
原材料,01888,建滔积层板,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,58.15,15.4,8.8,0.26,19.6,17.7,35.8,10.9,6.2,stocks/原材料/HK_建滔积层板(01888).md
原材料,01907,中国旭阳集团,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,131.12,0.5,0.5,0.00,7.8,7.3,75.6,0.1,0.1,stocks/原材料/HK_中国旭阳集团(01907).md
原材料,01921,达力普控股,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,362.11,1,1,0.00,10.3,10.3,71.8,0.3,0.3,stocks/原材料/HK_达力普控股(01921).md
原材料,02009,金隅集团,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-3.76,-1.4,-0.8,0.37,12,11.1,66.3,-0.4,-0.2,stocks/原材料/HK_金隅集团(02009).md
原材料,02099,中国黄金国际,定量淘汰,近3期ROE中位数<15%,未进入定性复核,14.04,22.9,3.6,1.63,52.2,24.7,30.4,17.8,2.4,stocks/原材料/HK_中国黄金国际(02099).md
原材料,02128,中国联塑,定量淘汰,最新ROE<15%,未进入定性复核,8.91,5.2,7.1,0.58,27.5,27,56.1,2.5,3.2,stocks/原材料/HK_中国联塑(02128).md
原材料,02233,西部水泥,定量淘汰,最新ROE<15%,未进入定性复核,10.04,7.1,5.1,0.71,25.6,25.6,60.5,2.6,2,stocks/原材料/HK_西部水泥(02233).md
原材料,02259,紫金黄金国际,定量淘汰,近3期毛利率中位数<40%,未进入定性复核,20.49,29.9,22.2,1.46,52.7,37.9,29.2,24.6,10.7,stocks/原材料/HK_紫金黄金国际(02259).md
原材料,02314,理文造纸,定量淘汰,最新ROE<15%,未进入定性复核,8.96,6.6,4.6,0.74,14.6,12,47.2,3.5,2.5,stocks/原材料/HK_理文造纸(02314).md
原材料,02465,龙蟠科技,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,94.8,-5.7,-19.4,-0.06,12.7,8.7,79.8,-1.3,-4.9,stocks/原材料/HK_龙蟠科技(02465).md
原材料,02579,中伟新材,定量淘汰,最新ROE<15%,未进入定性复核,12.69,7.1,7.3,0.56,12,12,58.8,2.7,3,stocks/原材料/HK_中伟新材(02579).md
原材料,02600,中国铝业,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,8.41,17.6,17.6,2.09,17.2,15,46,8.3,8.1,stocks/原材料/HK_中国铝业(02600).md
原材料,02610,南山铝业国际,定性淘汰,,氧化铝生产是典型重资产、周期和资本开支型业务。,5.41,26.1,26.1,4.82,41.9,41.9,15.5,26.8,26.8,stocks/原材料/HK_南山铝业国际(02610).md
原材料,02689,玖龙纸业,定量淘汰,最新ROE<15%,未进入定性复核,10.32,3.8,1.7,0.37,11.5,9.6,66,1.4,0.6,stocks/原材料/HK_玖龙纸业(02689).md
原材料,02768,国恩科技,定量淘汰,近3期ROE中位数<15%,未进入定性复核,12.32,15.9,14.5,1.29,10.4,9.2,61.1,5.7,5.3,stocks/原材料/HK_国恩科技(02768).md
原材料,02788,创新实业,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,11.67,50.2,50.2,4.30,24.8,24.8,64.1,13.7,11.6,stocks/原材料/HK_创新实业(02788).md
原材料,02899,紫金矿业,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,12.86,31.8,25.9,2.47,27.7,20.4,51.6,14.6,10.3,stocks/原材料/HK_紫金矿业(02899).md
原材料,03323,中国建材,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-7.46,-3.3,2,0.44,18.7,18,61.9,-1,0.6,stocks/原材料/HK_中国建材(03323).md
原材料,03330,灵宝黄金（一百）,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,15.59,37.3,23.1,2.39,21.5,12.3,56.9,17.7,10,stocks/原材料/HK_灵宝黄金（一百）(03330).md
原材料,03606,福耀玻璃,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,13.95,25.4,22.3,1.82,36.8,35.5,46.4,19.5,18.1,stocks/原材料/HK_福耀玻璃(03606).md
原材料,03800,协鑫科技,定量淘汰,无有效正PE（亏损或资料缺失）,未进入定性复核,-6.18,-7.4,-7.4,1.20,9.3,9.3,42.8,-4.5,-4.5,stocks/原材料/HK_协鑫科技(03800).md
原材料,03858,佳鑫国际资源,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,84.95,38.2,-86.8,0.45,48.9,48.9,54.6,14.1,-7.9,stocks/原材料/HK_佳鑫国际资源(03858).md
原材料,03939,万国黄金集团,定性淘汰,,采矿、选矿和勘探属于重资产、高资本开支业务。,32.73,34.5,26.3,1.05,74.3,53.2,17,34.4,22.4,stocks/原材料/HK_万国黄金集团(03939).md
原材料,03993,洛阳钼业,定量淘汰,最新毛利率<40%或未披露,未进入定性复核,13.71,26.5,20.7,1.93,23.9,16.5,50.3,14.8,10.6,stocks/原材料/HK_洛阳钼业(03993).md
原材料,06067,星源材质,定量淘汰,PE>57.81（高于10年期国债收益率倒数）,未进入定性复核,144.39,1.1,3.7,0.01,21.7,28.1,59.1,0.5,2.2,stocks/原材料/HK_星源材质(06067).md
原材料,06655,华新建材,定量淘汰,最新ROE<15%,未进入定性复核,8.01,9.2,9.2,1.15,30.2,26.7,53.9,4.6,4.6,stocks/原材料/HK_华新建材(06655).md
原材料,06680,金力永磁,定量淘汰,最新ROE<15%,未进入定性复核,28.33,9.7,8.2,0.34,21.2,16.1,49.9,6.4,6.4,stocks/原材料/HK_金力永磁(06680).md
原材料,06693,赤峰黄金,定量淘汰,近3期ROIC中位数<15%,未进入定性复核,14.87,28.9,25.1,1.94,52.5,43.8,33.9,20.7,11.8,stocks/原材料/HK_赤峰黄金(06693).md
原材料,06745,滨化股份,定量淘汰,最新ROE<15%,未进入定性复核,22.59,2.1,2.1,0.09,9.8,9.8,49.9,1.1,1.1,stocks/原材料/HK_滨化股份(06745).md
原材料,06865,福莱特玻璃,定量淘汰,最新ROE<15%,未进入定性复核,14.91,4.4,4.6,0.30,16.9,16.9,46.7,2.6,2.7,stocks/原材料/HK_福莱特玻璃(06865).md
原材料,09696,天齐锂业,定量淘汰,最新ROE<15%,未进入定性复核,21.84,1.1,1.1,0.05,39.3,46,27.7,0.8,0.8,stocks/原材料/HK_天齐锂业(09696).md
